class,mem,fhr,bss,base rate,auc
wind_rptdist_2hr,16,12,0.0936733506468338,0.001870040658960244,0.9820517827785626
torn_rptdist_2hr,16,12,0.05429886606249468,0.00027490615857673275,0.9899448297164704
any_rptdist_2hr,16,12,0.10265810431358402,0.002338399299498381,0.9776838429905131
sighail_rptdist_2hr,17,12,-0.00485148208452113,3.733293511535877e-05,0.9608504821836571
sigwind_rptdist_2hr,17,12,0.045594351427108104,0.0002545427394229007,0.9867616069923153
hailone_rptdist_2hr,17,12,0.011955971667759857,0.0005532062203457708,0.9736354837444241
wind_rptdist_2hr,17,12,0.11568839884396898,0.001870040658960244,0.9822974192969302
torn_rptdist_2hr,17,12,0.06887786002772023,0.00027490615857673275,0.9888868352223921
any_rptdist_2hr,17,12,0.1155592785084747,0.002338399299498381,0.9781088604761378
sighail_rptdist_2hr,18,12,0.0004556742389967283,3.733293511535877e-05,0.9454206051555314
sigwind_rptdist_2hr,18,12,0.024201582593825544,0.0002545427394229007,0.9852611198432071
hailone_rptdist_2hr,18,12,0.02195791632348998,0.0005532062203457708,0.9746431871899279
wind_rptdist_2hr,18,12,0.10406616132124757,0.001870040658960244,0.9825116975023411
torn_rptdist_2hr,18,12,0.06763314258492359,0.00027490615857673275,0.9918346848764017
any_rptdist_2hr,18,12,0.10429535222232544,0.002338399299498381,0.979580018449328
sighail_rptdist_2hr,19,12,-0.03482444164347709,3.733293511535877e-05,0.9614654186921568
sigwind_rptdist_2hr,19,12,0.05224209367045918,0.0002545427394229007,0.9869026482579751
hailone_rptdist_2hr,19,12,-0.007713873789705561,0.0005532062203457708,0.9771363368252177
wind_rptdist_2hr,19,12,0.11294988047670584,0.001870040658960244,0.9831576053134675
torn_rptdist_2hr,19,12,0.05702593459975003,0.00027490615857673275,0.9921126633057786
any_rptdist_2hr,19,12,0.10983744387854721,0.002338399299498381,0.9797896795554841
sighail_rptdist_2hr,20,12,0.0019413076975356436,3.733293511535877e-05,0.9479440663872248
sigwind_rptdist_2hr,20,12,0.025183764737699676,0.0002545427394229007,0.9862719683879269
hailone_rptdist_2hr,20,12,0.015423690075177188,0.0005532062203457708,0.9733225614135985
wind_rptdist_2hr,20,12,0.09455868516954724,0.001870040658960244,0.9822739784720229
torn_rptdist_2hr,20,12,0.05328987611907399,0.00027490615857673275,0.9893740361650669
any_rptdist_2hr,20,12,0.10349394407193269,0.002338399299498381,0.9777369297513786
sighail_rptdist_2hr,21,12,-0.004237641142878834,3.733293511535877e-05,0.9491802646417679
sigwind_rptdist_2hr,21,12,0.04906063781597725,0.0002545427394229007,0.988222760104242
hailone_rptdist_2hr,21,12,0.027247979235366926,0.0005532062203457708,0.9719951753232748
wind_rptdist_2hr,21,12,0.11025352386621301,0.001870040658960244,0.9821231543358785
torn_rptdist_2hr,21,12,0.0657894697349074,0.00027490615857673275,0.9910647066305975
any_rptdist_2hr,21,12,0.11118606509103257,0.002338399299498381,0.9780885110448779
sighail_rptdist_2hr,22,12,-0.002652608135129686,3.733293511535877e-05,0.9416078753835639
sigwind_rptdist_2hr,22,12,0.050233183511141366,0.0002545427394229007,0.9837739401819369
hailone_rptdist_2hr,22,12,0.02290340887083553,0.0005532062203457708,0.9723262327953395
wind_rptdist_2hr,22,12,0.11781850310280884,0.001870040658960244,0.981241014723288
torn_rptdist_2hr,22,12,0.0553659936506401,0.00027490615857673275,0.9891629485872975
any_rptdist_2hr,22,12,0.11535388648188594,0.002338399299498381,0.9773796778714903
sighail_rptdist_2hr,23,12,-0.0085323838225293,3.733293511535877e-05,0.9490685702031945
sigwind_rptdist_2hr,23,12,0.05337495408337778,0.0002545427394229007,0.9865641899575993
hailone_rptdist_2hr,23,12,0.01513270450554538,0.0005532062203457708,0.9734954442046079
wind_rptdist_2hr,23,12,0.11329790207844881,0.001870040658960244,0.9817381965634584
torn_rptdist_2hr,23,12,0.026239669027607326,0.00027490615857673275,0.9911977967930531
any_rptdist_2hr,23,12,0.11221192740459263,0.002338399299498381,0.977893583094825
sighail_rptdist_2hr,24,12,-0.0021817271333810506,3.733293511535877e-05,0.9636305012210794
sigwind_rptdist_2hr,24,12,0.03927009569912121,0.0002545427394229007,0.9887297799172355
hailone_rptdist_2hr,24,12,0.024282116186283398,0.0005532062203457708,0.975792628066128
wind_rptdist_2hr,24,12,0.1110646387283396,0.001870040658960244,0.9823007609335466
torn_rptdist_2hr,24,12,0.059493554631402934,0.00027490615857673275,0.9906713247175738
any_rptdist_2hr,24,12,0.10985900105918045,0.002338399299498381,0.9781532500337606
sighail_rptdist_2hr,25,12,-0.010009539084223862,3.733293511535877e-05,0.9567737894498123
sigwind_rptdist_2hr,25,12,0.03432864904211497,0.0002545427394229007,0.987838132968509
hailone_rptdist_2hr,25,12,0.02022600474389058,0.0005532062203457708,0.97511386754147
wind_rptdist_2hr,25,12,0.1105933750683451,0.001870040658960244,0.981531912984523
torn_rptdist_2hr,25,12,0.042318275355215484,0.00027490615857673275,0.9921165401251857
any_rptdist_2hr,25,12,0.1131577487048756,0.002338399299498381,0.9782244520592851
sighail_rptdist_2hr,26,12,-0.003747270033441774,3.733293511535877e-05,0.9533015425865902
sigwind_rptdist_2hr,26,12,0.03712789102551772,0.0002545427394229007,0.9870188171951754
hailone_rptdist_2hr,26,12,0.02062868918811689,0.0005532062203457708,0.9725470211087835
wind_rptdist_2hr,26,12,0.11578083038765774,0.001870040658960244,0.9809480090402534
torn_rptdist_2hr,26,12,0.057525558293396006,0.00027490615857673275,0.9899748174384786
any_rptdist_2hr,26,12,0.1145656521641023,0.002338399299498381,0.9775967573982378
sighail_rptdist_2hr,27,12,-0.007035543552069701,3.733293511535877e-05,0.9403773852702189
sigwind_rptdist_2hr,27,12,0.04225375415981747,0.0002545427394229007,0.9880586117891216
hailone_rptdist_2hr,27,12,0.014796765665930689,0.0005532062203457708,0.9728415166361328
wind_rptdist_2hr,27,12,0.10949635858930273,0.001870040658960244,0.9811295466121127
torn_rptdist_2hr,27,12,0.06298382536452662,0.00027490615857673275,0.9909582722210382
any_rptdist_2hr,27,12,0.1131258121409745,0.002338399299498381,0.9767055397007629
sighail_rptdist_2hr,28,12,0.0012058484839184702,3.733293511535877e-05,0.9566167384298292
sigwind_rptdist_2hr,28,12,0.03510336979695927,0.0002545427394229007,0.9780058231575184
hailone_rptdist_2hr,28,12,0.02297447083158133,0.0005532062203457708,0.9782149975263916
wind_rptdist_2hr,28,12,0.11357426116757474,0.001870040658960244,0.982377849991001
torn_rptdist_2hr,28,12,0.05095070957203163,0.00027490615857673275,0.9907802738208026
any_rptdist_2hr,28,12,0.11652126769423266,0.002338399299498381,0.9790232172272584
sighail_rptdist_2hr,29,12,-0.00402841483684524,3.733293511535877e-05,0.9503711063149012
sigwind_rptdist_2hr,29,12,0.07097983706475275,0.0002545427394229007,0.9857981720309649
hailone_rptdist_2hr,29,12,0.023120068893376144,0.0005532062203457708,0.9769509750570664
wind_rptdist_2hr,29,12,0.12397935862613607,0.001870040658960244,0.9821381593025131
torn_rptdist_2hr,29,12,0.06602667979717247,0.00027490615857673275,0.9918367175871179
any_rptdist_2hr,29,12,0.12098619893112827,0.002338399299498381,0.9789285576867717
sighail_rptdist_2hr,ensmean,12,-0.001414499044231965,3.733293511535877e-05,0.9545403635006025
sigwind_rptdist_2hr,ensmean,12,0.04992896780286182,0.0002545427394229007,0.9882157216200282
hailone_rptdist_2hr,ensmean,12,0.029398577359982747,0.0005532062203457708,0.977192992214764
wind_rptdist_2hr,ensmean,12,0.12769857442454724,0.001870040658960244,0.9834174538154502
torn_rptdist_2hr,ensmean,12,0.06811497552389967,0.00027490615857673275,0.9925498008886509
any_rptdist_2hr,ensmean,12,0.1273505573060406,0.002338399299498381,0.9798226020370177
sighail_rptdist_2hr,0,13,0.0028861563501556553,4.75146446922748e-05,0.9529525694037695
sigwind_rptdist_2hr,0,13,0.03683332990400556,0.00021720980430754193,0.9830008866376765
hailone_rptdist_2hr,0,13,0.023864730390818267,0.0005633879299226869,0.9713542536077481
wind_rptdist_2hr,0,13,0.10406917712030272,0.0018428894334218012,0.9806575325093916
torn_rptdist_2hr,0,13,0.04992832779949019,0.0002918756745382595,0.9879565935159103
any_rptdist_2hr,0,13,0.10457925991355788,0.002335005396306076,0.9759231444549031
sighail_rptdist_2hr,1,13,0.002649328248079841,4.75146446922748e-05,0.966683863259931
sigwind_rptdist_2hr,1,13,0.02777983752777169,0.00021720980430754193,0.9898542946021821
hailone_rptdist_2hr,1,13,0.028937156284469134,0.0005633879299226869,0.9769041119653841
wind_rptdist_2hr,1,13,0.1149351747594678,0.0018428894334218012,0.9830391069129019
torn_rptdist_2hr,1,13,0.04775464560690312,0.0002918756745382595,0.9892393502962242
any_rptdist_2hr,1,13,0.11587651071383576,0.002335005396306076,0.978872713504239
sighail_rptdist_2hr,2,13,-0.0035705296205978954,4.75146446922748e-05,0.9413882644887763
sigwind_rptdist_2hr,2,13,0.028859491354087496,0.00021720980430754193,0.9855873110033878
hailone_rptdist_2hr,2,13,0.015642041460501632,0.0005633879299226869,0.9694498757049388
wind_rptdist_2hr,2,13,0.11163034703171104,0.0018428894334218012,0.9819956744711449
torn_rptdist_2hr,2,13,0.042544411279634375,0.0002918756745382595,0.9876737712062453
any_rptdist_2hr,2,13,0.11068099269386955,0.002335005396306076,0.9768623458231732
sighail_rptdist_2hr,3,13,0.006230310038535913,4.75146446922748e-05,0.9523381225199086
sigwind_rptdist_2hr,3,13,0.03266508346581343,0.00021720980430754193,0.9871529563500145
hailone_rptdist_2hr,3,13,0.028564591213124935,0.0005633879299226869,0.974271157572425
wind_rptdist_2hr,3,13,0.1140780839529375,0.0018428894334218012,0.9809314402568114
torn_rptdist_2hr,3,13,0.04674764815743049,0.0002918756745382595,0.9872184409067367
any_rptdist_2hr,3,13,0.11653265937399537,0.002335005396306076,0.9770407474560913
sighail_rptdist_2hr,4,13,0.0031304116510356694,4.75146446922748e-05,0.9579662086942355
